"finding_id","severity","slug","title","source_file","finding_path","root_cause_epic","root_cause_title","owner","sprint","labels"
"other-sensitive-data-storage-34390a17a0","MEDIUM","other-sensitive-data-storage","Password signup stores the plaintext password in sessionStorage","src/app/auth/signup/page.tsx",".deepsec/findings/MEDIUM/nabatableLP-other-sensitive-data-storage-34390a17a0.md","SEC-008","Secrets in logs, generated artifacts, or config","Infra/security owner","Sprint 2","secrets;needs-prod-config;needs-regression"
"other-sensitive-data-storage-5942079cd0","MEDIUM","other-sensitive-data-storage","Password signup persists the plaintext password in sessionStorage","src/app/onboarding/page.tsx",".deepsec/findings/MEDIUM/nabatableLP-other-sensitive-data-storage-5942079cd0.md","SEC-010","Data integrity, races, and idempotency","Domain workflow owner","Sprint 3","data-integrity;high-bug;needs-regression"
"other-sensitive-data-storage-7f1e8de640","MEDIUM","other-sensitive-data-storage","Password signup stores the plaintext password in persisted onboarding state","src/components/features/onboarding/OnboardingWizard.tsx",".deepsec/findings/MEDIUM/nabatableLP-other-sensitive-data-storage-7f1e8de640.md","SEC-007","Stored/reflected XSS and output encoding","Frontend/platform owner","Sprint 2","xss;needs-regression"
"other-stale-authorization-cache-06b0245cea","MEDIUM","other-stale-authorization-cache","Process-wide membership cache allows stale authorization after demotion or removal","server/team/access.ts",".deepsec/findings/MEDIUM/nabatableLP-other-stale-authorization-cache-06b0245cea.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-stale-authorization-cache-1c7d2378f4","MEDIUM","other-stale-authorization-cache","Ops layout seeds a membership cache reused by authorization guards","src/app/app/(app)/layout.tsx",".deepsec/findings/MEDIUM/nabatableLP-other-stale-authorization-cache-1c7d2378f4.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-stale-authorization-cache-5742f1e856","MEDIUM","other-stale-authorization-cache","Service-role export authorization can use stale cached memberships","src/app/api/ops/bookings/export/route.ts",".deepsec/findings/MEDIUM/nabatableLP-other-stale-authorization-cache-5742f1e856.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-stale-authorization-cache-65464bb784","MEDIUM","other-stale-authorization-cache","Layout populates a stale membership cache reused by authorization checks","src/app/app/(app)/layout.tsx",".deepsec/findings/MEDIUM/nabatableLP-other-stale-authorization-cache-65464bb784.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-stale-authorization-cache-8a2b84756b","MEDIUM","other-stale-authorization-cache","Google Business Profile admin actions can be authorized from stale cached roles","src/app/api/ops/restaurants/[id]/google-business/route.ts",".deepsec/findings/MEDIUM/nabatableLP-other-stale-authorization-cache-8a2b84756b.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-stale-authorization-cache-a90c227b22","MEDIUM","other-stale-authorization-cache","Admin-only drink item reads and updates can be authorized from stale cached roles","src/app/api/ops/restaurants/[id]/drinks/items/[itemId]/route.ts",".deepsec/findings/MEDIUM/nabatableLP-other-stale-authorization-cache-a90c227b22.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-tls-verification-disabled-9763e8bb4a","MEDIUM","other-tls-verification-disabled","Postgres TLS certificate verification is disabled","scripts/staging/seed-perf-dataset.ts",".deepsec/findings/MEDIUM/nabatableLP-other-tls-verification-disabled-9763e8bb4a.md","SEC-004","Production data scripts lack target safety","Data operations owner","Sprint 1","high-bug;service-role;data-integrity;needs-prod-config"
"other-unbounded-public-range-209b8a4da1","MEDIUM","other-unbounded-public-range","Public calendar mask accepts unbounded date ranges","src/app/api/restaurants/[slug]/calendar-mask/route.ts",".deepsec/findings/MEDIUM/nabatableLP-other-unbounded-public-range-209b8a4da1.md","SEC-012","Security-adjacent correctness backlog","Feature owner","Sprint 4","high-bug;needs-regression"
"other-unsafe-external-url-6b27825a10","MEDIUM","other-unsafe-external-url","Restaurant Google link fields submit arbitrary external URLs","components/ops/restaurants/RestaurantDetailsForm.tsx",".deepsec/findings/MEDIUM/nabatableLP-other-unsafe-external-url-6b27825a10.md","SEC-006","Generic URL validation and redirect policy gaps","Web/API owner","Sprint 2","xss;data-integrity;needs-regression"
"other-unsafe-external-url-7dfe2f396c","MEDIUM","other-unsafe-external-url","URL validation accepts unsafe schemes and non-Google destinations","components/ops/restaurants/restaurantDetailsFormModel.ts",".deepsec/findings/MEDIUM/nabatableLP-other-unsafe-external-url-7dfe2f396c.md","SEC-006","Generic URL validation and redirect policy gaps","Web/API owner","Sprint 2","xss;data-integrity;needs-regression"
"other-unsafe-url-scheme-0990b214bb","MEDIUM","other-unsafe-url-scheme","Restaurant Google URLs are used as CTA hrefs without scheme validation","server/emails/bookings.ts",".deepsec/findings/MEDIUM/nabatableLP-other-unsafe-url-scheme-0990b214bb.md","SEC-006","Generic URL validation and redirect policy gaps","Web/API owner","Sprint 2","xss;data-integrity;needs-regression"
"rate-limit-bypass-01d8af9579","MEDIUM","rate-limit-bypass","Unbounded status summary query can be abused for repeated full-history scans","src/app/api/ops/bookings/status-summary/route.ts",".deepsec/findings/MEDIUM/nabatableLP-rate-limit-bypass-01d8af9579.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"rate-limit-bypass-1e2d484b65","MEDIUM","rate-limit-bypass","Webhook buffers unauthenticated bodies before rejecting missing signatures","src/app/api/webhook/resend/route.ts",".deepsec/findings/MEDIUM/nabatableLP-rate-limit-bypass-1e2d484b65.md","SEC-009","Rate limiting and abuse controls","Platform/API owner","Sprint 2","rate-limit;needs-regression"
"rate-limit-bypass-212df2f11d","MEDIUM","rate-limit-bypass","Unauthenticated client error endpoint can be abused for log flooding","src/app/api/client-error/route.ts",".deepsec/findings/MEDIUM/nabatableLP-rate-limit-bypass-212df2f11d.md","SEC-009","Rate limiting and abuse controls","Platform/API owner","Sprint 2","rate-limit;needs-regression"
"rate-limit-bypass-3fd5e62eaa","MEDIUM","rate-limit-bypass","Unbounded change-feed limit returns large raw history payloads","server/ops/bookings.ts",".deepsec/findings/MEDIUM/nabatableLP-rate-limit-bypass-3fd5e62eaa.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"rate-limit-bypass-57c0162b5a","MEDIUM","rate-limit-bypass","Avatar uploads can be abused for storage exhaustion","src/app/api/profile/image/route.ts",".deepsec/findings/MEDIUM/nabatableLP-rate-limit-bypass-57c0162b5a.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"rate-limit-bypass-5f7435f2bd","MEDIUM","rate-limit-bypass","Restaurant creation is unthrottled","src/app/api/ops/restaurants/route.ts",".deepsec/findings/MEDIUM/nabatableLP-rate-limit-bypass-5f7435f2bd.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"rate-limit-bypass-63646be194","MEDIUM","rate-limit-bypass","Google Business Profile operations have no abuse throttling","src/app/api/ops/restaurants/[id]/google-business-profile/route.ts",".deepsec/findings/MEDIUM/nabatableLP-rate-limit-bypass-63646be194.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"rate-limit-bypass-65bdcb2065","MEDIUM","rate-limit-bypass","Password and magic-link throttles trust spoofable client IP headers","src/app/api/auth/signin/route.ts",".deepsec/findings/MEDIUM/nabatableLP-rate-limit-bypass-65bdcb2065.md","SEC-001","Account takeover and auth-token exposure","Auth owner","Sprint 1","security-critical;account-takeover;secrets;needs-regression"
"rate-limit-bypass-7391e70a83","MEDIUM","rate-limit-bypass","CSV import has no request size, row count, or rate limit","src/app/api/ops/restaurants/[id]/drinks/import/route.ts",".deepsec/findings/MEDIUM/nabatableLP-rate-limit-bypass-7391e70a83.md","SEC-005","Missing CSRF on session-cookie mutations","Web/API owner","Sprint 2","csrf;needs-regression"
"rate-limit-bypass-82b7cc394e","MEDIUM","rate-limit-bypass","Full customer PII export has no abuse throttling","src/app/api/ops/customers/export/route.ts",".deepsec/findings/MEDIUM/nabatableLP-rate-limit-bypass-82b7cc394e.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"rate-limit-bypass-84e6a188fc","MEDIUM","rate-limit-bypass","Unbounded heatmap date range can force large booking scans","src/app/api/ops/dashboard/heatmap/route.ts",".deepsec/findings/MEDIUM/nabatableLP-rate-limit-bypass-84e6a188fc.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"rate-limit-bypass-855cdc5002","MEDIUM","rate-limit-bypass","Rate limits trust spoofable X-Forwarded-For values","server/security/request.ts",".deepsec/findings/MEDIUM/nabatableLP-rate-limit-bypass-855cdc5002.md","SEC-001","Account takeover and auth-token exposure","Auth owner","Sprint 1","security-critical;account-takeover;secrets;needs-regression"
"rate-limit-bypass-8f5484b173","MEDIUM","rate-limit-bypass","Password confirmation endpoint has no app-level rate limit","src/app/api/ops/restaurants/[id]/google-business-profile/drafts/[draftId]/publish-jobs/[jobId]/retry-google-push/route.ts",".deepsec/findings/MEDIUM/nabatableLP-rate-limit-bypass-8f5484b173.md","SEC-003","Cron and job routes fail open","Jobs/infra owner","Sprint 1","security-critical;cron-auth;service-role;needs-prod-config"
"rate-limit-bypass-8f63f134a2","MEDIUM","rate-limit-bypass","Unthrottled quote endpoint can be abused to exhaust table holds","src/app/api/staff/auto/quote/route.ts",".deepsec/findings/MEDIUM/nabatableLP-rate-limit-bypass-8f63f134a2.md","SEC-008","Secrets in logs, generated artifacts, or config","Infra/security owner","Sprint 2","secrets;needs-prod-config;needs-regression"
"rate-limit-bypass-ac7b3ea04e","MEDIUM","rate-limit-bypass","Auth throttles and guest captcha gating trust spoofable request headers","src/app/api/auth/signin/route.ts",".deepsec/findings/MEDIUM/nabatableLP-rate-limit-bypass-ac7b3ea04e.md","SEC-001","Account takeover and auth-token exposure","Auth owner","Sprint 1","security-critical;account-takeover;secrets;needs-regression"
"rate-limit-bypass-af3dd11691","MEDIUM","rate-limit-bypass","Unbounded change-feed limit enables expensive service-role reads","src/app/api/ops/dashboard/changes/route.ts",".deepsec/findings/MEDIUM/nabatableLP-rate-limit-bypass-af3dd11691.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"rate-limit-bypass-c7b80ea22c","MEDIUM","rate-limit-bypass","Logo uploads can be abused for storage exhaustion","src/app/api/ops/restaurants/[id]/logo/route.ts",".deepsec/findings/MEDIUM/nabatableLP-rate-limit-bypass-c7b80ea22c.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"rate-limit-bypass-cb717b354d","MEDIUM","rate-limit-bypass","Public client-error endpoint allows unauthenticated log flooding and spoofed telemetry","src/app/api/client-error/route.ts",".deepsec/findings/MEDIUM/nabatableLP-rate-limit-bypass-cb717b354d.md","SEC-009","Rate limiting and abuse controls","Platform/API owner","Sprint 2","rate-limit;needs-regression"
"rate-limit-bypass-d6747c52eb","MEDIUM","rate-limit-bypass","GBP preflight can be repeated without rate limiting","src/app/api/ops/restaurants/[id]/google-business-profile/drafts/[draftId]/publish/preflight/route.ts",".deepsec/findings/MEDIUM/nabatableLP-rate-limit-bypass-d6747c52eb.md","SEC-003","Cron and job routes fail open","Jobs/infra owner","Sprint 1","security-critical;cron-auth;service-role;needs-prod-config"
"rate-limit-bypass-d7cca7cf93","MEDIUM","rate-limit-bypass","Rate limit key can be controlled through X-Forwarded-For","src/app/api/availability/route.ts",".deepsec/findings/MEDIUM/nabatableLP-rate-limit-bypass-d7cca7cf93.md","SEC-009","Rate limiting and abuse controls","Platform/API owner","Sprint 2","rate-limit;needs-regression"
"rate-limit-bypass-daf0af50b7","MEDIUM","rate-limit-bypass","Authenticated users can create unlimited restaurants through onboarding","src/app/onboarding/profile/page.tsx",".deepsec/findings/MEDIUM/nabatableLP-rate-limit-bypass-daf0af50b7.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"rate-limit-bypass-de05608a96","MEDIUM","rate-limit-bypass","Unthrottled password confirmation oracle","src/app/api/ops/restaurants/[id]/google-business-profile/drafts/[draftId]/publish-jobs/[jobId]/retry-google-push/route.ts",".deepsec/findings/MEDIUM/nabatableLP-rate-limit-bypass-de05608a96.md","SEC-003","Cron and job routes fail open","Jobs/infra owner","Sprint 1","security-critical;cron-auth;service-role;needs-prod-config"
"rate-limit-bypass-e0bf8af0ff","MEDIUM","rate-limit-bypass","Password confirmation bypasses application login throttling","server/auth/password-confirmation.ts",".deepsec/findings/MEDIUM/nabatableLP-rate-limit-bypass-e0bf8af0ff.md","SEC-009","Rate limiting and abuse controls","Platform/API owner","Sprint 2","rate-limit;needs-regression"
"rate-limit-bypass-e64d47d49f","MEDIUM","rate-limit-bypass","Client-controlled X-Forwarded-For is trusted for rate-limit identity","server/security/request.ts",".deepsec/findings/MEDIUM/nabatableLP-rate-limit-bypass-e64d47d49f.md","SEC-001","Account takeover and auth-token exposure","Auth owner","Sprint 1","security-critical;account-takeover;secrets;needs-regression"
"rate-limit-bypass-ea2fa16ea8","MEDIUM","rate-limit-bypass","Availability rate limit key trusts spoofable forwarded IP input","src/app/api/availability/route.ts",".deepsec/findings/MEDIUM/nabatableLP-rate-limit-bypass-ea2fa16ea8.md","SEC-009","Rate limiting and abuse controls","Platform/API owner","Sprint 2","rate-limit;needs-regression"
"rate-limit-bypass-f3123a1fdd","MEDIUM","rate-limit-bypass","Public lead-capture write endpoint has no abuse protection","src/app/api/lead/route.ts",".deepsec/findings/MEDIUM/nabatableLP-rate-limit-bypass-f3123a1fdd.md","SEC-009","Rate limiting and abuse controls","Platform/API owner","Sprint 2","rate-limit;needs-regression"
"rate-limit-bypass-f70630410e","MEDIUM","rate-limit-bypass","Signup rate limit trusts spoofable IP headers","src/app/api/auth/signup/route.ts",".deepsec/findings/MEDIUM/nabatableLP-rate-limit-bypass-f70630410e.md","SEC-001","Account takeover and auth-token exposure","Auth owner","Sprint 1","security-critical;account-takeover;secrets;needs-regression"
"secret-in-log-081491d4d8","MEDIUM","secret-in-log","Structured sensitive metadata bypasses logger redaction","lib/logger.ts",".deepsec/findings/MEDIUM/nabatableLP-secret-in-log-081491d4d8.md","SEC-008","Secrets in logs, generated artifacts, or config","Infra/security owner","Sprint 2","secrets;needs-prod-config;needs-regression"
"secret-in-log-1e23ad6318","MEDIUM","secret-in-log","Vercel token can leak through failed child-process command logging","scripts/email/setup-notifications-domain.ts",".deepsec/findings/MEDIUM/nabatableLP-secret-in-log-1e23ad6318.md","SEC-008","Secrets in logs, generated artifacts, or config","Infra/security owner","Sprint 2","secrets;needs-prod-config;needs-regression"
"secret-in-log-8a5c74ead2","MEDIUM","secret-in-log","Global client error reporting can leak tokenized booking URLs","src/app/providers.tsx",".deepsec/findings/MEDIUM/nabatableLP-secret-in-log-8a5c74ead2.md","SEC-006","Generic URL validation and redirect policy gaps","Web/API owner","Sprint 2","xss;data-integrity;needs-regression"
"secret-in-log-e4c203f52b","MEDIUM","secret-in-log","Soft-hold session tokens are written to logs","server/capacity/table-assignment/manual.ts",".deepsec/findings/MEDIUM/nabatableLP-secret-in-log-e4c203f52b.md","SEC-008","Secrets in logs, generated artifacts, or config","Infra/security owner","Sprint 2","secrets;needs-prod-config;needs-regression"
"secret-in-log-f2a1e4c06a","MEDIUM","secret-in-log","Auth callback logs one-time login credentials in the full URL","src/app/api/auth/callback/route.ts",".deepsec/findings/MEDIUM/nabatableLP-secret-in-log-f2a1e4c06a.md","SEC-001","Account takeover and auth-token exposure","Auth owner","Sprint 1","security-critical;account-takeover;secrets;needs-regression"
"secrets-exposure-2addb3baae","MEDIUM","secrets-exposure","Password signup stores the plaintext password in onboarding sessionStorage","src/components/features/onboarding/OnboardingWizard.tsx",".deepsec/findings/MEDIUM/nabatableLP-secrets-exposure-2addb3baae.md","SEC-008","Secrets in logs, generated artifacts, or config","Infra/security owner","Sprint 2","secrets;needs-prod-config;needs-regression"
"secrets-exposure-3a0665c442","MEDIUM","secrets-exposure","Onboarding password is persisted in sessionStorage","src/app/onboarding/tables/page.tsx",".deepsec/findings/MEDIUM/nabatableLP-secrets-exposure-3a0665c442.md","SEC-008","Secrets in logs, generated artifacts, or config","Infra/security owner","Sprint 2","secrets;needs-prod-config;needs-regression"
"secrets-exposure-5d62f901fe","MEDIUM","secrets-exposure","Generated staff credential CSV is not written with restrictive permissions","scripts/staging/import-prod-staff.ts",".deepsec/findings/MEDIUM/nabatableLP-secrets-exposure-5d62f901fe.md","SEC-004","Production data scripts lack target safety","Data operations owner","Sprint 1","high-bug;service-role;data-integrity;needs-prod-config"
"secrets-exposure-7b55242132","MEDIUM","secrets-exposure","Public booking lookup returns full booking rows including sensitive fields","src/app/api/bookings/route.ts",".deepsec/findings/MEDIUM/nabatableLP-secrets-exposure-7b55242132.md","SEC-008","Secrets in logs, generated artifacts, or config","Infra/security owner","Sprint 2","secrets;needs-prod-config;needs-regression"
"secrets-exposure-9c8a9994af","MEDIUM","secrets-exposure","Onboarding password is persisted in sessionStorage","src/app/onboarding/review/page.tsx",".deepsec/findings/MEDIUM/nabatableLP-secrets-exposure-9c8a9994af.md","SEC-008","Secrets in logs, generated artifacts, or config","Infra/security owner","Sprint 2","secrets;needs-prod-config;needs-regression"
"secrets-exposure-9f8ddd4e59","MEDIUM","secrets-exposure","Database password is accepted and documented as a command-line argument","scripts/find-supabase-region.ts",".deepsec/findings/MEDIUM/nabatableLP-secrets-exposure-9f8ddd4e59.md","SEC-008","Secrets in logs, generated artifacts, or config","Infra/security owner","Sprint 2","secrets;needs-prod-config;needs-regression"
"secrets-exposure-d1b2dea001","MEDIUM","secrets-exposure","Onboarding password is persisted in sessionStorage","src/app/onboarding/services/page.tsx",".deepsec/findings/MEDIUM/nabatableLP-secrets-exposure-d1b2dea001.md","SEC-008","Secrets in logs, generated artifacts, or config","Infra/security owner","Sprint 2","secrets;needs-prod-config;needs-regression"
"security-behind-flag-57301231c1","MEDIUM","security-behind-flag","Rejection analytics flag is only enforced in client navigation","src/components/features/ops-shell/navigation.tsx",".deepsec/findings/MEDIUM/nabatableLP-security-behind-flag-57301231c1.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-async-dialog-close-70d21663b3","BUG","other-async-dialog-close","Async confirmation closes before the action finishes","src/components/features/booking-state-machine/ConfirmationDialog.tsx",".deepsec/findings/BUG/nabatableLP-other-async-dialog-close-70d21663b3.md","SEC-010","Data integrity, races, and idempotency","Domain workflow owner","Sprint 3","data-integrity;high-bug;needs-regression"
"other-auth-logic-bug-5e75ae423f","BUG","other-auth-logic-bug","Password creation policy is reused for sign-in","lib/security/passwordPolicy.ts",".deepsec/findings/BUG/nabatableLP-other-auth-logic-bug-5e75ae423f.md","SEC-011","Schema, migration, and contract drift","Data/platform owner","Sprint 3","data-integrity;needs-migration;needs-regression"
"other-auth-logic-bug-64f36c3237","BUG","other-auth-logic-bug","Password sign-in rejects valid legacy passwords client-side","components/auth/OpsSignInForm.tsx",".deepsec/findings/BUG/nabatableLP-other-auth-logic-bug-64f36c3237.md","SEC-011","Schema, migration, and contract drift","Data/platform owner","Sprint 3","data-integrity;needs-migration;needs-regression"
"other-broken-invite-route-2022bbd204","BUG","other-broken-invite-route","Generated invite links point to an unimplemented route","lib/owner/team/invite-links.ts",".deepsec/findings/BUG/nabatableLP-other-broken-invite-route-2022bbd204.md","SEC-001","Account takeover and auth-token exposure","Auth owner","Sprint 1","security-critical;account-takeover;secrets;needs-regression"
"other-broken-redirect-0282a8b3b1","BUG","other-broken-redirect","Legacy thank-you redirect points to a non-existent route","next.config.js",".deepsec/findings/BUG/nabatableLP-other-broken-redirect-0282a8b3b1.md","SEC-006","Generic URL validation and redirect policy gaps","Web/API owner","Sprint 2","xss;data-integrity;needs-regression"
"other-cache-bypass-8458d4caa1","BUG","other-cache-bypass","Empty or failed override fetches are not cached despite setting a TTL","server/feature-flags-overrides.ts",".deepsec/findings/BUG/nabatableLP-other-cache-bypass-8458d4caa1.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-cache-refresh-bug-82da44a959","BUG","other-cache-refresh-bug","Empty feature-flag override sets are never treated as cached","server/feature-flags-overrides.ts",".deepsec/findings/BUG/nabatableLP-other-cache-refresh-bug-82da44a959.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-contract-bug-f3a1fe534f","BUG","other-contract-bug","Revoke mutation succeeds server-side but fails client parsing","src/components/features/team/TeamInvitesTable.tsx",".deepsec/findings/BUG/nabatableLP-other-contract-bug-f3a1fe534f.md","SEC-001","Account takeover and auth-token exposure","Auth owner","Sprint 1","security-critical;account-takeover;secrets;needs-regression"
"other-contract-mismatch-66ae0ae582","BUG","other-contract-mismatch","FoodMenus dual-sync rows are selectable but rejected by the publish API","src/components/features/restaurant-settings/dual-sync/DualSyncShell.tsx",".deepsec/findings/BUG/nabatableLP-other-contract-mismatch-66ae0ae582.md","SEC-010","Data integrity, races, and idempotency","Domain workflow owner","Sprint 3","data-integrity;high-bug;needs-regression"
"other-data-integrity-8cacd39a21","BUG","other-data-integrity","Booking rows can disagree with their linked customer rows","scripts/seed-bookings-week-final.ts",".deepsec/findings/BUG/nabatableLP-other-data-integrity-8cacd39a21.md","SEC-004","Production data scripts lack target safety","Data operations owner","Sprint 1","high-bug;service-role;data-integrity;needs-prod-config"
"other-data-integrity-be64cb1e47","BUG","other-data-integrity","Previous FoodMenus identities trust unstable Google array paths","server/google-business-profile/food-menus.ts",".deepsec/findings/BUG/nabatableLP-other-data-integrity-be64cb1e47.md","SEC-010","Data integrity, races, and idempotency","Domain workflow owner","Sprint 3","data-integrity;high-bug;needs-regression"
"other-data-loss-114645237b","BUG","other-data-loss","Partial table updates can unintentionally clear notes and position","src/services/ops/tables.ts",".deepsec/findings/BUG/nabatableLP-other-data-loss-114645237b.md","SEC-010","Data integrity, races, and idempotency","Domain workflow owner","Sprint 3","data-integrity;high-bug;needs-regression"
"other-duplicate-sms-side-effect-2c6aa1608e","BUG","other-duplicate-sms-side-effect","First-confirmation SMS is not deduplicated","server/bookings/confirmation-notifications.ts",".deepsec/findings/BUG/nabatableLP-other-duplicate-sms-side-effect-2c6aa1608e.md","SEC-010","Data integrity, races, and idempotency","Domain workflow owner","Sprint 3","data-integrity;high-bug;needs-regression"
"other-idempotency-race-afc1116aed","BUG","other-idempotency-race","Profile update idempotency is not atomic","src/app/api/profile/route.ts",".deepsec/findings/BUG/nabatableLP-other-idempotency-race-afc1116aed.md","SEC-010","Data integrity, races, and idempotency","Domain workflow owner","Sprint 3","data-integrity;high-bug;needs-regression"
"other-idempotency-retry-bug-5c5c110acd","BUG","other-idempotency-retry-bug","Ops booking retry can lose idempotency and create duplicates","reserve/features/reservations/wizard/api/useCreateOpsReservation.ts",".deepsec/findings/BUG/nabatableLP-other-idempotency-retry-bug-5c5c110acd.md","SEC-010","Data integrity, races, and idempotency","Domain workflow owner","Sprint 3","data-integrity;high-bug;needs-regression"
"other-incomplete-purge-443046a914","BUG","other-incomplete-purge","Booking purge leaves SMS delivery PII behind","scripts/purge-restaurant-bookings.ts",".deepsec/findings/BUG/nabatableLP-other-incomplete-purge-443046a914.md","SEC-011","Schema, migration, and contract drift","Data/platform owner","Sprint 3","data-integrity;needs-migration;needs-regression"
"other-input-validation-1f21ece4d5","BUG","other-input-validation","CSV numeric cells accept trailing junk","server/menu/import.ts",".deepsec/findings/BUG/nabatableLP-other-input-validation-1f21ece4d5.md","SEC-011","Schema, migration, and contract drift","Data/platform owner","Sprint 3","data-integrity;needs-migration;needs-regression"
"other-invalid-time-generation-30fa9e7ddc","BUG","other-invalid-time-generation","Lunch booking generator creates invalid minute values","scripts/seed-bookings-week.ts",".deepsec/findings/BUG/nabatableLP-other-invalid-time-generation-30fa9e7ddc.md","SEC-004","Production data scripts lack target safety","Data operations owner","Sprint 1","high-bug;service-role;data-integrity;needs-prod-config"
"other-invalid-time-generation-e1029d9455","BUG","other-invalid-time-generation","Lunch booking generator emits invalid minute values","scripts/seed-bookings-week.ts",".deepsec/findings/BUG/nabatableLP-other-invalid-time-generation-e1029d9455.md","SEC-004","Production data scripts lack target safety","Data operations owner","Sprint 1","high-bug;service-role;data-integrity;needs-prod-config"
"other-logic-bug-0d61d4136b","BUG","other-logic-bug","Food menu fields are advertised as publishable but the publish path rejects them","server/dual-sync/registry/food-menus.ts",".deepsec/findings/BUG/nabatableLP-other-logic-bug-0d61d4136b.md","SEC-011","Schema, migration, and contract drift","Data/platform owner","Sprint 3","data-integrity;needs-migration;needs-regression"
"other-logic-bug-19aad9d4a1","BUG","other-logic-bug","Manual holds without adjacency snapshots are rejected at confirmation","server/capacity/table-assignment/assignment.ts",".deepsec/findings/BUG/nabatableLP-other-logic-bug-19aad9d4a1.md","SEC-012","Security-adjacent correctness backlog","Feature owner","Sprint 4","high-bug;needs-regression"
"other-logic-bug-289148fcc4","BUG","other-logic-bug","includeAlternatives defaults to true because string false is coerced to true","src/app/api/availability/route.ts",".deepsec/findings/BUG/nabatableLP-other-logic-bug-289148fcc4.md","SEC-011","Schema, migration, and contract drift","Data/platform owner","Sprint 3","data-integrity;needs-migration;needs-regression"
"other-logic-bug-2c6550b83b","BUG","other-logic-bug","Non-adjacent manual holds store metadata the confirmer rejects","server/capacity/table-assignment/manual.ts",".deepsec/findings/BUG/nabatableLP-other-logic-bug-2c6550b83b.md","SEC-012","Security-adjacent correctness backlog","Feature owner","Sprint 4","high-bug;needs-regression"
"other-logic-bug-340da664b1","BUG","other-logic-bug","Restaurant demand profile lookup ignores time windows and priority","server/capacity/demand-profiles.ts",".deepsec/findings/BUG/nabatableLP-other-logic-bug-340da664b1.md","SEC-012","Security-adjacent correctness backlog","Feature owner","Sprint 4","high-bug;needs-regression"
"other-logic-bug-4e7e528e80","BUG","other-logic-bug","Pending export state can mask Google-side changes","server/dual-sync/state/compute.ts",".deepsec/findings/BUG/nabatableLP-other-logic-bug-4e7e528e80.md","SEC-010","Data integrity, races, and idempotency","Domain workflow owner","Sprint 3","data-integrity;high-bug;needs-regression"
"other-logic-bug-574646e68c","BUG","other-logic-bug","FoodMenus fields are omitted from orchestrator snapshot value lookup","server/dual-sync/publish/orchestrator.ts",".deepsec/findings/BUG/nabatableLP-other-logic-bug-574646e68c.md","SEC-011","Schema, migration, and contract drift","Data/platform owner","Sprint 3","data-integrity;needs-migration;needs-regression"
"other-logic-bug-7287e06529","BUG","other-logic-bug","Failed Google publish can be returned as HTTP 200","src/app/api/ops/restaurants/[id]/google-business-profile/food-menus/publish/route.ts",".deepsec/findings/BUG/nabatableLP-other-logic-bug-7287e06529.md","SEC-012","Security-adjacent correctness backlog","Feature owner","Sprint 4","high-bug;needs-regression"
"other-logic-bug-74fe37ebb4","BUG","other-logic-bug","Combination planner prunes valid smaller-table candidates","server/capacity/selector.ts",".deepsec/findings/BUG/nabatableLP-other-logic-bug-74fe37ebb4.md","SEC-012","Security-adjacent correctness backlog","Feature owner","Sprint 4","high-bug;needs-regression"
